,Country,Company Name,Summary,Founded,Industry,Sector,Headquarters,Notes
101,Canada,Cellcom Communications,"Cellcom Communications or Cellcom is a telecommunications company based in Montreal, Quebec and the largest franchisee of Bell Canada & Bell Mobility in North America with 42 stores across Ontario and Greater Montreal Area.


== History ==
Cellcom's parent company, Bell Canada Enterprises, was founded in 1880 and named after Alexander Graham Bell, the inventor of the telephone and the co-founder of Bell Telephone Company.",1985,Telecommunications,Fixed line telecommunications,Montreal,Part of BCE Inc.
102,Canada,Cenovus Energy,"Cenovus Energy Inc. (pronounced se-nō-vus) is an integrated oil and natural gas company headquartered in Calgary, Alberta.",2009,Oil & gas,Integrated oil & gas,Calgary,Oil & gas
103,Canada,Centra Gas Manitoba Inc.,Centra Gas Manitoba Inc. is a division of Manitoba Hydro.,1991,Utilities,Alternative electricity,Winnipeg,"Utility, part of Manitoba Hydro"
104,Canada,Central Heat Distribution,"Central Heat Distribution Ltd. (CHDL) is a private district heating company located at 720 Beatty Street in Vancouver, British Columbia, Canada that provides heat to the Downtown Core including the Vancouver Public Library Central Branch, B.C. Place, GM Place, Queen Elizabeth Theatre, Pacific Centre and most major hotel/office/condo towers such as Shaw Tower via a 10.5 km network of high-pressure pipes between five centimetres and 50 centimetres in diameter running anywhere from one to five metres below street surfaces.",1968,Utilities,Multiutilities,Vancouver,District heating
105,Canada,Central Mountain Air,"Central Mountain Air Ltd. is a Canadian regional airline based in Smithers, British Columbia.",1987,Consumer services,Airlines,Smithers,Regional airline
106,Canada,CGI Group,"CGI Inc., more commonly known as CGI, is a Canadian global information technology (IT) consulting and systems integration company headquartered in Montreal, Quebec, Canada.
CGI originally stood for ""Conseillers en gestion et informatique"" (and in English it stood for ""Consultants to Government and Industries"").",1976,Industrials,Business support services,Montreal,IT consulting
107,Canada,CHC Helicopter,"CHC Helicopter is a large helicopter services company, specializing in the following services:

Transportation to offshore oil and gas platforms
Civilian search and rescue and air medical evacuation services
Helicopter maintenance repair and overhaulCHC Helicopter is headquartered in Richmond, British Columbia, Canada and operates more than 250 aircraft in 30 countries around the world. CHC's major international operating units are based in Australia, Brazil, Ireland, the Netherlands, Norway, and the United Kingdom.",1947,Consumer services,Airlines,Richmond,Helicopter services
108,Canada,Choices Market,"Choices Markets is a Vancouver-based supermarket chain that is focused on natural, specialty and organic food.
The chain has ten stores: nine in Metro Vancouver, and one location in Kelowna.",1990,Consumer services,Food retailers & wholesalers,Delta,Supermarkets
109,Canada,Chrysler Canada,"FCA Canada Inc., formerly Chrysler Canada, is the wholly owned subsidiary of Fiat Chrysler Automobiles operating in Canada. Incorporated in 1925, the 'Chrysler Corporation of Canada' gained complete control of a Maxwell-Chalmers plant in Windsor, Ontario that had been used to manufacture some Chrysler models in the previous year.",1925,Consumer goods,Automobiles,Windsor,Part of Fiat Chrysler Automobiles (US)
110,Canada,CHUM Limited,"CHUM Limited is a defunct Canadian media company based in Toronto, Ontario in operation from 1945 to 2007. It held full or joint control of two Canadian television systems—Citytv and A-Channel (formerly NewNet, now CTV Two)—comprising 11 local stations, one CBC Television affiliate, one provincial educational channel, and 20 branded specialty television channels, most notably MuchMusic and its various spinoffs.",1945,Consumer services,Broadcasting & entertainment,Toronto,"Broadcaster, defunct 2007"
111,Canada,Cineplex Entertainment,"Cineplex Inc., formerly known as Cineplex Galaxy Income Fund and Galaxy Entertainment Inc. is a Canadian entertainment company headquartered in Toronto, Ontario.",1999,Consumer services,Recreational services,Toronto,Theater chain
112,Canada,Cirque du Soleil,"Cirque du Soleil (French: [sɪʁk dzy sɔ.lɛj], ""Circus of the Sun"" or ""Sun Circus"") is a Montreal-based entertainment company and the largest contemporary circus producer in the world. Located in the inner-city area of Saint-Michel, it was founded in Baie-Saint-Paul on 16 June 1984 by former street performers Guy Laliberté and Gilles Ste-Croix.Originating as a performing troupe called Les Échassiers ([lez‿e.ʃa.sje], ""The Waders""), they toured Quebec in various forms between 1979 and 1983.",1984,Consumer services,Recreational services,Montreal,Entertainment
113,Canada,CityWest,"City West Cable and Telephone Corporation, operating as CityWest and formerly known as CityTel, is a municipally-owned corporation that provides wireline and internet services in Prince Rupert, British Columbia, Canada. CityWest also purchased Monarch Cablesystems' assets, which were split between the former CityTel and Shaw Communications.",1910,Telecommunications,Fixed line telecommunications,Prince Rupert,Telephone/cable company
114,Canada,Coachman Insurance Company,"Coachman Insurance Company was established in 1979, and was purchased by SGI CANADA in 2001. Coachman primarily competes in the non-standard auto insurance marketplace, with the goal of helping Ontario drivers with unfortunate driving histories stay protected while they get their personal auto insurance record back on track.",1979,Financials,Full line insurance,Toronto,Insurance
115,Canada,Coffee Time,"Coffee Time is a chain of Canadian snack and coffee shops, headquartered in Scarborough, Ontario. Coffee Time operates over 100 stores across Canada in Ontario and Alberta.",1982,Consumer services,Restaurants & bars,Toronto,Coffee shops
116,Canada,Cognos,"Cognos (Cognos Incorporated) was an Ottawa, Ontario-based company making business intelligence (BI) and performance management (PM) software.  Founded in 1969, at its peak Cognos employed almost 3,500 people and served more than 23,000 customers in over 135 countries until being acquired by IBM on January 31, 2008.",1969,Technology,Software,Ottawa,"Software, merged into IBM"
117,Canada,Colt Canada,"Colt Canada (formerly called Diemaco) is a firearms manufacturer owned by United States-based Colt and located in Kitchener, Ontario.
The company is a defense contractor that manufactures and supplies small arms to the Canadian Armed Forces, Canadian law enforcement agencies, and Canadian civilian shooters, as well as defense research & development, training, logistic support, repair and overhaul.",2005,Industrials,Defense,Kitchener,"Arms, part of Colt's Manufacturing Company (US)"
118,Canada,Comm100,Comm100 (Comm100 Network Corporation) is a provider of customer service and communication products. All its products are available as a SaaS (Software as a Service).,2009,Technology,Software,Vancouver,Live chat software provider
119,Canada,Commodore Books,"Commodore Books is the first Black Canadian literary press in Western Canada. Founded in 2006 by Wayde Compton, Karina Vernon and David Chariandy, this press is dedicated to publishing work relevant to black people in Canada.",2006,Consumer services,Publishing,Vancouver,Publisher
120,Canada,Conexus Credit Union,"Conexus Credit Union is Saskatchewan's largest and Canada's sixth largest credit union. Conexus has $5.79 billion in consolidated assets, more than 120,000 members, and 41 branches across the province.",1937[14],Financials,Banks,Regina,Financial services
121,Canada,Continental Newspapers,"Continental Newspapers, formally known as Continental Newspapers Canada Ltd., is a Canadian daily newspaper publisher based in Kelowna, British Columbia. It publishes two British Columbia dailies and The Chronicle-Journal of Thunder Bay, Ontario.",1999,Consumer services,Publishing,Kelowna,Regional newspapers
122,Canada,Corby Spirit and Wine,"Corby Spirit and Wine Limited is a Canadian alcohol manufacturing and distribution company. It was founded in 1859 in Corbyville, Ontario.",1859,Consumer goods,Distillers & vintners,Toronto,Alcohol
123,Canada,Cordiant Capital Inc.,"Cordiant Capital (commonly referred to as Cordiant) is a sector-focused investor in infrastructure private equity and private debt. The firm has offices in Montreal, London, Sao Paulo and Luxembourg and manages ~$2 billion on behalf of institutional investors.",1999,Financials,Asset management,Montreal,Investment management
124,Canada,Corel,Corals are marine invertebrates within the class Anthozoa of the phylum Cnidaria. They typically live in compact colonies of many identical individual polyps.,1985,Technology,Software,Ottawa,Graphics software
125,Canada,Corus Entertainment,"Corus Entertainment Inc. (stylized as 'corus.') is a Canadian multinational mass media and entertainment conglomerate company headquartered at the Corus Quay in Toronto, Ontario.",1999,Consumer services,Broadcasting & entertainment,Toronto,Entertainment company
126,Canada,Coteau Books,"Coteau Books is a small, non-profit literary press based in Regina, Saskatchewan, Canada. It was established in 1975 by Bob Currie, Gary Hyland, Barbara Sapergia and Geoffrey Ursell when they realized that there was little opportunity for Saskatchewan writers to get published, especially first-time authors.Coteau Books has grown considerably since its 1975 founding, publishing 16 books a year, from authors across Canada, and adding a substantial and high-profile ""young readers"" element to its list.",1975,Consumer services,Publishing,Regina,Publisher
